0,674,-296,102,1,2,2,7
1,668,-276,102,1,2,2,0
2,701,-266,20,1,0,2,5
3,686,-276,82,0,2,0,5
4,686,-286,102,0,0,0,7
5,694,-307,102,1,2,0,2
6,690,-327,82,20,0,2,2
7,693,-317,102,1,0,0,0
8,699,-317,81,1,0,0,2
9,704,-296,102,1,0,0,5
10,709,-306,82,21,2,2,7
11,719,-255,102,1,2,2,7
12,715,-317,102,21,0,2,7
13,701,-317,82,20,0,2,0
14,699,-255,81,21,0,0,7
15,701,-317,81,1,2,2,2
16,709,-265,81,1,2,2,7
17,704,-276,82,21,0,2,2
18,690,-265,81,21,0,2,0
19,678,-255,102,0,0,0,5
20,639,-286,0,21,2,0,5
21,626,-307,81,20,0,2,7
22,627,-317,81,21,0,0,2
23,623,-276,20,0,0,2,5
24,620,-327,102,20,0,2,7
25,614,-255,102,0,2,0,5
26,614,-327,82,1,2,0,2
27,612,-317,102,1,0,2,0
28,612,-306,81,20,2,0,7
29,611,-296,82,21,2,0,5
30,611,-296,82,21,2,0,7
31,611,-327,102,20,0,2,7
32,615,-307,82,1,2,2,5
33,620,-306,81,0,0,2,2
34,617,-317,102,21,2,2,2
35,607,-296,81,21,2,2,5
36,604,-265,102,0,0,0,7
37,604,-306,102,1,2,0,0
38,603,-317,81,0,0,0,7
39,604,-306,102,21,2,2,7
40,605,-327,102,0,2,0,0
41,625,-317,82,20,2,0,5
42,614,-317,102,21,0,2,2
43,644,-296,102,0,2,0,7
44,620,-327,82,0,0,0,7
45,614,-306,102,20,2,0,0
46,630,-327,0,1,0,0,2
47,602,-276,20,0,0,0,5
48,598,-317,20,20,2,0,5
49,596,-296,0,21,2,2,7
50,596,-317,0,20,2,0,0
51,596,-306,102,20,0,2,0
52,596,-317,0,20,0,0,2
53,597,-317,0,0,0,2,5
54,599,-317,0,0,0,2,7
55,600,-317,0,0,0,0,5
56,602,-317,102,1,0,0,7
57,601,-317,102,1,2,0,0
58,602,-317,102,0,2,0,2
59,603,-317,102,1,0,0,0
60,602,-317,102,21,2,0,7
61,604,-317,102,1,0,2,0
62,603,-317,102,0,0,2,5
63,603,-317,102,0,2,0,2
64,604,-317,102,21,2,2,5
65,603,-317,102,0,2,2,0
66,604,-317,102,0,0,0,7
67,604,-317,102,0,2,0,5
68,603,-317,102,1,0,0,5
69,604,-317,102,1,2,0,5
70,603,-317,102,0,0,2,7
71,604,-317,102,0,2,0,0
72,604,-317,102,0,2,2,7
73,604,-317,102,1,2,2,7
74,604,-317,102,0,0,0,7
75,604,-317,102,1,2,0,7
76,604,-317,102,0,0,0,7
77,605,-255,20,1,0,2,5
78,627,-317,102,20,2,2,0
79,665,-286,20,0,2,2,0
80,676,20,20,20,0,0,0
81,667,40,102,20,2,0,5
82,648,-265,81,20,0,0,7
83,640,-307,102,0,2,2,0
84,642,-306,81,21,2,0,5
85,654,41,81,20,2,0,0
86,639,-306,102,20,2,2,0
87,667,-265,0,21,0,0,7
88,681,-306,20,21,2,0,7
89,662,0,0,21,0,0,0
90,650,31,102,1,0,0,2
91,630,-306,20,21,0,0,7
92,644,-327,81,20,2,0,0
93,657,-255,81,1,0,2,5
94,678,30,102,0,2,0,0
95,654,-265,102,21,2,0,7
96,638,-286,102,0,2,2,7
97,639,-327,20,1,0,2,0
98,642,-327,20,0,2,0,2
99,645,-306,81,1,2,0,0
100,629,-286,20,21,0,2,7
101,620,-327,20,21,2,2,0
102,609,-276,20,1,0,0,2
103,607,-296,81,20,2,0,5
104,609,-286,0,0,0,2,2
105,616,-256,20,0,2,0,2
106,633,-317,20,20,2,0,2
107,650,-317,0,21,2,0,2
108,651,-265,0,21,2,0,0
109,665,-306,0,0,2,0,5
110,634,-265,20,0,0,2,7
111,628,-327,20,20,0,0,7
112,635,-327,102,21,0,0,0
113,630,-317,81,0,0,2,2
114,622,-327,81,1,0,2,7
115,616,-327,82,21,0,2,0
116,684,-327,68,146,-189,327,-327
117,796,108,36,321,-327,327,-72
118,871,0,0,2,0,0,51
119,881,61,0,1,2,0,2
120,870,30,0,0,0,0,0
121,858,51,81,21,0,2,7
122,849,71,0,1,0,2,7
123,851,0,20,21,0,2,2
124,851,20,102,21,0,0,5
125,845,0,102,0,0,0,0
126,842,10,0,20,0,2,0
127,842,51,0,20,2,2,7
128,848,20,82,20,2,2,2
129,842,0,82,0,2,2,2
130,836,72,102,1,0,2,2
131,842,40,0,1,0,0,0
132,839,30,82,0,2,2,0
133,838,71,20,0,2,2,0
134,835,31,102,21,0,2,0
135,831,51,102,1,2,0,7
136,832,51,0,1,0,2,2
137,832,0,102,1,0,2,2
138,832,31,0,21,2,2,5
139,830,10,102,1,2,2,5
140,830,30,0,21,2,2,0
141,833,51,81,1,2,2,0
142,842,72,81,20,2,2,7
143,802,-327,82,21,2,0,7
144,708,-317,0,20,0,0,7
145,632,-307,82,21,2,0,0
146,606,-317,20,0,2,0,7
147,598,-286,82,0,0,0,5
148,588,-296,20,1,0,2,0
149,586,-265,102,20,0,0,0
150,590,-286,102,1,2,0,0
151,597,-276,81,20,0,2,5
152,596,-286,102,21,0,2,7
153,586,-296,81,21,2,2,0
154,584,-276,102,0,0,2,2
155,583,-266,20,21,0,2,5
156,588,-276,20,20,2,2,0
157,598,-296,81,21,0,0,2
158,583,-276,102,1,0,2,5
159,600,-286,0,0,2,2,2
160,602,-296,81,21,2,2,7
161,616,-266,0,1,0,0,7
162,639,-307,0,1,0,2,2
163,663,-286,20,0,2,2,7
164,656,-327,102,20,2,2,7
165,632,-276,0,21,2,0,0
166,609,-265,102,1,0,0,7
167,615,-255,0,0,0,0,0
168,644,-317,0,21,0,0,0
169,726,-256,102,21,2,2,0
170,789,41,20,21,2,2,0
171,835,41,0,20,0,2,2
172,858,31,0,21,2,2,7
173,873,30,20,0,0,2,2
174,858,51,0,1,0,0,2
175,786,-286,0,20,0,2,2
176,734,-317,20,0,2,0,2
177,789,72,81,0,0,2,0
178,862,20,20,0,2,2,7
179,799,-265,0,20,0,0,5
180,780,71,0,20,0,0,7
181,811,20,0,20,0,0,5
182,843,51,0,1,0,0,5
183,865,72,20,0,0,2,0
184,851,0,20,1,0,0,7
185,828,51,20,1,2,2,7
186,760,-306,81,1,2,0,7
187,741,41,81,21,2,2,7
188,780,51,0,20,2,0,5
189,822,20,102,0,2,2,5
190,851,51,0,0,0,2,7
191,843,-255,20,21,0,2,7
192,735,-327,102,0,0,2,7
193,629,-255,102,0,0,0,7
194,594,-296,82,20,0,0,7
195,565,-286,102,1,0,0,2
196,613,-327,0,21,0,0,0
197,695,-228,-100,-70,-228,327,-327
198,790,10,0,0,0,0,0
199,801,61,20,0,2,0,7
200,806,10,102,20,2,2,0
201,794,20,81,0,2,2,5
202,810,235,161,124,-48,28,43
203,798,108,-3,31,82,-159,170
204,805,201,-199,-111,30,-256,187
205,796,51,-173,-169,-255,-275,18
206,785,-286,0,21,-255,327,-40
207,779,-228,71,327,115,-327,327
208,720,-327,-327,309,327,-327,327
209,712,-294,-327,184,227,-327,-196
210,801,-159,-32,232,-327,-327,-192
211,887,-159,327,-69,111,115,-149
212,871,-257,102,-1,327,327,255
213,731,-184,-194,327,327,327,-327
214,599,-327,0,2,0,0,0
215,689,-265,102,21,0,0,2
216,678,-159,-70,184,-327,258,204
217,614,-246,-257,-19,-327,-327,327
218,611,-234,-6,93,-327,-327,-327
219,608,-301,-22,142,-327,-327,-209
220,638,-247,-35,94,-327,-232,-84
221,657,-170,-5,31,-327,-79,-41
222,637,-131,99,-12,-150,-7,-8
223,637,-132,107,-19,83,62,0
224,631,-206,89,71,327,277,-327
225,676,171,-284,285,66,29,275
226,638,-73,-181,28,-327,-33,245
227,606,-138,86,23,-237,25,114
228,592,-126,12,-6,327,177,-327
229,626,-86,-114,16,-157,-23,85
