0,634,-306,81,1,2,0,0
1,630,-306,81,1,0,0,7
2,631,-306,82,1,2,2,2
3,631,-317,81,1,2,0,2
4,631,-317,82,20,2,2,2
5,632,-317,82,21,2,0,0
6,632,-317,82,20,2,0,2
7,631,-317,81,0,0,0,5
8,630,-317,82,0,0,0,0
9,630,-307,82,1,2,0,2
10,640,-306,82,0,0,2,7
11,630,-317,82,0,0,0,0
12,632,-307,81,20,2,0,5
13,629,-317,81,1,2,2,0
14,629,-317,82,0,2,0,0
15,629,-317,82,1,0,0,5
16,629,-317,82,1,2,2,7
17,630,-306,82,0,0,0,2
18,630,-317,81,0,0,0,2
19,630,-317,82,20,0,2,5
20,630,-317,82,21,0,2,7
21,631,-296,81,0,2,2,7
22,634,-317,102,1,0,2,5
23,633,-306,81,0,2,2,5
24,635,-317,82,20,2,2,2
25,633,-317,82,0,0,0,0
26,630,-327,82,1,0,2,2
27,629,-307,102,1,2,0,5
28,632,-327,102,1,0,2,2
29,632,-307,81,20,2,0,5
30,638,-306,102,20,0,2,5
31,642,-317,81,21,0,0,0
32,651,-307,82,20,2,0,7
33,637,-317,82,1,0,0,2
34,635,-317,81,21,0,2,7
35,635,-327,81,21,0,2,2
36,632,-317,81,0,0,0,0
37,630,-317,81,0,0,2,7
38,630,-317,102,1,2,0,5
39,635,-327,102,1,2,2,0
40,641,-255,102,0,2,2,7
41,652,-327,102,1,0,2,2
42,663,-317,102,20,2,0,7
43,664,-296,102,21,0,0,7
44,668,-296,102,20,0,0,2
45,643,-307,102,20,0,0,0
46,638,-307,82,20,0,2,7
47,634,-327,102,0,2,0,7
48,629,-265,20,21,0,2,2
49,619,-327,102,0,0,0,5
50,611,-317,81,21,2,2,2
51,607,-307,81,21,2,0,5
52,612,-296,82,1,2,0,0
53,626,-327,102,21,2,0,5
54,639,-276,102,1,0,0,0
55,643,-306,102,21,2,2,0
56,641,-317,82,20,0,2,7
57,636,-266,102,21,2,0,7
58,617,-317,102,21,2,2,7
59,602,-317,102,1,2,2,7
60,617,-255,81,0,2,2,0
61,613,-255,81,1,0,0,2
62,625,-255,102,0,0,0,2
63,637,-317,102,20,2,0,7
64,646,-317,102,1,0,0,2
65,639,-307,82,1,2,0,7
66,631,-296,82,21,0,2,5
67,630,-317,82,0,2,0,7
68,623,-327,81,1,2,2,7
69,618,-327,102,1,2,0,5
70,614,-317,102,0,0,2,2
71,614,-317,82,1,0,0,0
72,614,-307,81,0,0,0,7
73,617,-317,82,1,2,0,2
74,617,-317,81,0,0,0,7
75,616,-327,81,21,0,0,2
76,629,-327,102,20,2,2,2
77,658,-317,102,0,2,2,0
78,671,-307,102,1,2,2,7
79,668,-317,102,20,2,2,0
80,655,-327,82,20,2,0,0
81,636,-317,82,21,0,0,5
82,627,-317,81,21,2,0,7
83,625,-317,102,21,2,2,7
84,626,-317,82,0,2,2,2
85,631,-317,82,1,2,2,0
86,635,-317,102,1,2,0,5
87,638,-317,82,20,2,0,2
88,635,-327,82,1,0,0,5
89,631,-255,82,21,2,2,2
90,630,-306,81,0,2,0,5
91,630,-306,82,0,2,0,5
92,629,-306,82,21,2,2,5
93,626,-306,102,1,0,2,2
94,621,-256,81,0,2,2,7
95,621,-255,81,20,0,0,5
96,622,-327,82,20,0,2,7
97,636,-255,102,21,0,2,7
98,635,-327,102,20,0,2,7
99,644,-306,102,20,2,2,0
100,648,-306,102,21,0,2,0
101,645,-307,102,21,2,0,5
102,635,-296,81,0,0,0,5
103,621,-317,82,1,2,2,5
104,606,-256,102,21,2,0,5
105,614,-255,102,21,0,0,2
106,603,-327,81,0,2,2,5
107,604,-307,81,1,2,0,2
108,610,-306,81,1,2,0,5
109,621,-265,81,20,0,0,0
110,635,-266,81,0,2,2,2
111,641,-286,102,1,2,2,2
112,644,-276,82,0,2,2,5
113,649,-317,102,0,2,0,0
114,652,-317,20,0,2,0,2
115,661,-255,20,20,2,2,7
116,664,-286,81,20,2,2,5
117,655,-286,102,20,0,0,2
118,638,-286,102,21,0,2,5
119,622,-286,102,0,0,2,7
120,617,-317,81,20,2,2,2
121,615,-256,102,0,2,0,0
122,612,-256,82,21,0,2,0
123,614,-317,81,21,0,2,7
124,612,-317,81,0,0,2,5
125,615,-286,81,21,2,0,7
126,615,-317,82,1,2,2,2
127,611,-266,82,20,0,0,7
128,612,-317,102,1,0,0,7
129,610,-306,82,0,0,0,5
130,614,-317,81,21,2,2,0
131,615,-296,102,1,2,2,2
132,613,-266,102,21,0,2,2
133,614,-255,102,20,0,0,2
134,613,-255,81,1,2,2,7
135,596,-255,82,1,0,2,7
136,595,-255,81,20,0,2,5
137,619,-296,20,0,0,0,5
138,644,-255,0,0,0,2,2
139,662,-327,20,21,0,0,0
140,685,-266,0,0,2,2,5
141,659,-327,20,1,0,2,0
142,655,-276,0,21,2,0,5
143,640,-265,102,20,0,2,5
144,617,-327,102,21,0,2,7
145,604,-266,102,21,2,0,5
146,638,-255,20,20,0,0,7
147,673,-256,0,21,0,2,0
148,696,-266,20,1,2,0,2
149,693,-276,82,1,0,0,7
150,666,-296,20,0,2,2,0
151,640,-306,0,1,2,2,0
152,649,-256,0,21,2,2,0
153,656,-307,81,0,2,0,2
154,656,-286,0,20,2,0,2
155,620,-286,81,1,2,2,0
156,612,-296,102,20,2,2,7
157,615,-286,102,20,0,2,0
158,628,-276,81,20,0,2,2
159,630,-306,82,20,0,0,2
160,622,-266,82,1,2,0,5
161,611,-276,81,21,0,0,7
162,602,-317,20,20,2,0,7
163,604,-327,102,20,0,0,7
164,675,-327,102,0,0,2,0
165,767,-317,82,21,2,2,0
166,771,-265,102,21,2,0,2
167,764,10,102,0,2,2,2
168,755,20,81,1,2,2,5
169,751,31,81,0,2,2,5
170,750,30,0,1,0,2,2
171,750,-256,102,20,0,0,0
